ANIO,MES,Temp_MAX,Temp_MAX_ANOM,Temp_MIN,Temp_Average,precip,VPD,f_count,b_surface,n_hotspots_modis,dead_ratio,fdi_100ha,NBR_monthly,dNBR,KNDVI,NDVI,RH,solar_rad,wind_speed,TEMP_AIR_MAX,NINO3_4,LST_trend,spei12
2017,9,25.9,0.967429228,1.694618936,18.99166667,47.5,1.809754416,0,0,0,0.425,0,0.463347912,NA,0.403824431,0.640858785,81.72342651,524.0559132,4.14577866,19.7579594,26.29,27.53,-0.598365737
2017,10,25.68333333,1.25435821,1.759299823,17.51612903,20,1.93991707,0,0,0,0.539,0,0.387435172,NA,0.295289229,0.537172812,77.05053879,559.2978789,4.87310076,19.3657169,26.15,31.308,-0.430027356
2017,11,28.34482759,-1.414942529,4.817454239,16.23333333,3.5,2.949203299,0,0,0,0.607,0,0.185939585,NA,0.169390146,0.39944521,54.57554066,628.941228,3.9616394,19.4602909,25.74,29.24,-0.599249647
2017,12,28.4,-4.722788474,5.26998946,14.08064516,0,3.050682206,3,6.35,1,0.725,0.046168052,0.104424508,NA,0.09,0.288854282,52.00589371,600.754764,3.91081429,19.4201298,25.62,25.159,-0.593206743
2018,1,23.43548387,-0.89158942,2.017002429,13.58870968,27.5,2.090694457,5,1.25,0,0.786,0,0.069305813,NA,0.06,0.236687797,53.39410845,557.368056,4.2995286,18.0943241,25.57,27.191,-0.419200434
2018,2,25.92857143,2.057297858,2.82295962,17.25892857,6.5,2.293651855,2,7,0,0.789,0,0.04099638,NA,0.050982058,0.220837384,57.12730328,559.916548,3.68051052,21.5631046,25.97,31.098,-0.427862467
2018,3,30.43548387,2.258414162,5.241098577,20.33870968,9,3.44155802,2,2.5,0,0.758,0,-0.006253486,NA,0.056634718,0.232327813,42.18953051,746.6703918,4.20772362,24.8470097,26.48,31.409,-0.71475528
2018,4,29.4,1.347755486,2.659155964,20.475,66,3.029586302,3,6.57,1,0.769,0.046168052,-0.020689595,0.082,0.05,0.2252968,50.28561961,698.966298,3.97042966,24.8264103,27.31,38.058,-0.497334996
2018,5,29.74193548,0.436242322,2.401180872,20.68548387,120,3.10351924,0,0,0,0.574,0,0.228919053,NA,0.233080973,0.467670807,48.29129223,756.72271,3.84024405,25.7430973,27.73,36.79,-0.07908269
2018,6,26.23333333,0.863083736,1.109247808,19.275,137.5,1.97007136,0,0,0,0.565,0,0.313346148,NA,0.284335828,0.52406645,70.38120699,627.53462,4.09955788,22.1856022,27.77,28.563,0.101676203
2018,7,27.08064516,0.023419959,2.548361964,19.22580645,63,2.131671557,0,0,0,0.444,0,0.425723013,NA,0.351676508,0.591621272,73.36349505,723.78092,3.661309,23.1115055,27.42,26.084,-0.749245784
2018,8,27.56451613,0.716453011,3.40298841,19.66935484,231.5,2.162319223,0,0,0,0.481,0,0.438998195,NA,0.316408327,0.559606875,81.84194458,616.364406,3.52251196,21.0700932,26.94,20.538,-0.045311282
2018,9,28.06666667,0.567429228,3.86,19.875,188,2.257227184,0,0,0,0.414,0,0.488353025,NA,0.383037248,0.62270928,80.34196957,588.2132506,3.51425338,20.7623539,27.19,NA,0.667552495
2018,10,27.2,0.18769154,3.275966493,NA,19.3,2.133200762,0,0,0,0.482,0,0.349289376,NA,0.27994544,0.520869139,81.25091279,525.1691169,4.17299938,19.8816166,27.62,NA,0.621787261
2018,11,26.35,2.510344828,2.822626649,17.75833333,55,2.168059675,0,0,0,0.653,0,0.266260871,NA,0.170789575,0.404812942,74.74299509,507.920512,3.40136671,19.5319157,27.61,9.73,0.860267955
2018,12,25.83870968,0.4643083,2.71,15.86290323,4,2.30453412,0,0,0,0.631,0,0.14200929,NA,0.153619279,0.380541729,65.87711654,555.3986,3.99735689,19.602747,27.49,25.853,0.872543796
2019,1,25.93548387,0.092281548,4.517002429,15.33064516,17,2.470616123,2,3.92,0,0.679,0,0.045020478,NA,0.09,0.292671381,54.11325536,588.011128,4.11473513,19.8919926,27.19,26.519,0.800654015
2019,2,30.46428571,1.914440715,7.3586739,19.45535714,2.5,3.440380313,1,15.61,2.415686275,0.724,0.111527529,0.046252414,NA,0.08,0.275994539,48.15422659,610.060808,4.28017187,23.341547,27.46,34.172,0.727862974
2019,3,30.9516129,1.742285134,5.757227607,20.33870968,19.5,3.538931155,0,0,0,0.73,0,0.029085906,NA,0.07,0.261490466,43.51698287,767.0092148,4.43241453,25.5419254,28.09,38.318,0.768522234
2019,4,31.70689655,1.677755486,4.966052514,21.067,22.6,3.819200836,1,1,0,0.75,0,0.019342776,0.015,0.058170542,0.23393413,37.75695893,778.854554,4.80577707,26.8675175,28.44,41.773,0.501502735
2019,5,33.63333333,1.757210062,6.292578722,22.54032258,45.5,4.19324057,5,36.5,5.698039216,0.825,0.263067369,-0.02296751,NA,0.03,0.179209292,40.70253322,805.574242,4.41831636,28.2624149,28.48,43.323,0.005635932
2019,6,27.89655172,0.580899826,2.772466198,19.3,210.5,2.293513116,0,0,0,0.642,0,NA,NA,NA,NA,68.7875635,645.117184,3.93181753,24.0899906,28.18,NA,0.229351933
2019,7,25.71096774,1.394387699,1.178684544,19.22645161,325.5,1.774437572,0,0,0,0.438,0,0.41780077,NA,0.353309357,0.591225544,79.21909338,655.242778,3.31299591,21.7909184,27.64,27.023,1.757431272
2019,8,27.53225806,0.329356231,3.37073034,19.45967742,192,2.116240464,0,0,0,0.376,0,0.530868876,NA,0.438991493,0.675011091,78.85678618,704.087204,3.6072166,22.547205,26.9,25.637,1.550738562
2019,9,26,0.234095898,1.79,18.675,135,1.850461681,0,0,0,0.443,0,0.473853117,NA,0.36495748,0.6,78.94861331,582.2457929,3.66601372,21.566309,26.75,31.092,1.144924272
2019,10,26.36666667,1.53769154,2.442633163,17.98387097,67.8,1.935219616,0,0,0,0.605,0,0.454083417,NA,0.293263171,0.535670963,81.35719681,530.9455742,4.05567455,20.5140934,27.2,21.1,1.227691012
2019,11,27.21666667,3.077011494,3.689293319,18.475,36.5,2.265012061,0,0,0,0.621,0,0.154068669,NA,0.160748768,0.391263751,74.79475172,519.00154,3.69683862,20.8331242,27.22,28.554,1.189146216
2019,12,25.40322581,1.141727655,2.27321527,15.98387097,0,2.211150439,2,1.2,0,0.68,0,0.059438623,NA,0.1,0.305770385,61.05428668,552.521236,3.62796545,20.4882755,27.12,25.732,1.209996559
2020,1,32,-1.504492646,10.58151856,17.56451613,6.52,3.813251354,10,10.34,2,0.755,0.092336103,0.048515981,NA,0.06,0.241240322,57.28693331,579.3646,4.41450834,19.7889957,27.15,24.363,1.142802028
2020,2,28.38333333,5.451345474,5.27772152,NA,20.02,2.890431718,6,13.34,0,0.702,0,-0.022473967,NA,0.07,0.249731231,51.48226514,626.13766,4.47435474,23.3697758,27.12,35.369,1.254263507
2020,3,32,-4.983521318,6.805614707,17.5,34.5,3.75040787,3,2.45,1.411764706,0.74,0.065178426,-0.010310603,NA,0.05,0.227718114,45.0679847,781.7134245,4.26054335,26.5313358,27.76,40.955,1.367636854
2020,4,32,-6.602244514,5.259155964,17.8,19.01,3.691223721,5,7.29,4.415686275,0.745,0.203863632,-0.01081701,0.069,0.049328242,0.215937796,44.04810765,735.856502,4.41362286,27.2972965,28.18,38.987,1.510780828
2020,5,32,-7.192789938,4.659245392,18,35.03,3.780504989,1,2,0.17254902,0.714,0.007966252,0.019084772,NA,0.08,0.274554473,41.13336061,771.872326,4.01939297,26.1797123,27.66,39.332,1.616383018
2020,6,30.33333333,-4.653582934,5.209247807,18.56666667,61.5,3.043944133,0,0,0,0.694,0,0.002685955,NA,0.07,0.25733544,57.3747935,703.721756,4.18045807,24.3388004,27.39,41.316,1.11424636
2020,7,28.93548387,-3.637870362,4.403200674,18.32258065,35.52,2.461654305,0,0,0,0.643,0,0.135757406,NA,0.150790866,0.374676814,75.32813655,683.575178,3.656672,23.0304508,26.99,32.785,-0.438164006
2020,8,29,-3.057740539,4.83847228,18.5,78.01,2.447249677,0,0,0,0.482,0,0.376569474,NA,0.339785843,0.581905764,80.72511497,620.057794,3.87950277,21.0743961,26.26,NA,-0.993074124
2020,9,29,-3.115904102,4.79,18.5,55.02,2.481972861,0,0,0,0.586,0,NA,NA,NA,NA,82.84623188,527.2508541,3.92470813,20.1290226,25.89,NA,-1.264470758
2020,10,29.38709677,-4.26230846,5.463063263,17.19354839,6.01,2.925706005,0,0,0,0.517,0,0.361229548,NA,0.280870396,0.52,66.30371804,697.5231633,4.24605608,21.0495853,25.46,27.205,-1.428648736
2020,11,30,-1.656321839,6.472626649,17.5,1,3.216901813,0,0,0,0.663,0,0.158055365,NA,0.136160815,0.358544774,58.39507226,575.42222,4.8392086,20.6990604,25.28,27.264,-1.584380788
2020,12,30,-0.422788474,6.86998946,17.5,0,3.246492807,1,1.61,0,0.749,0,0.09999891,NA,0.07,0.25312726,58.81597505,542.203612,3.98414135,20.242548,25.44,23.463,-1.677076805
2021,1,NA,NA,NA,5.590322581,0,NA,6,2.7,0,0.728,0,0.046623346,NA,0.07,0.257459651,55.81174966,561.698604,4.10926151,20.4972782,25.55,24.893,-1.693310104
2021,2,22.72222222,0.634678811,-0.38,14.41071429,0,2.087415218,1,0.25,0,0.752,0,0.006922542,NA,0.050258141,0.218479353,37.37324597,657.741718,5.04534578,23.1064701,25.75,32.306,-1.69377973
2021,3,22.36538462,-1.252752087,-2.83,12.2016129,0,1.889932607,9,21.773,2.964705882,0.773,0.136874694,0.010191688,NA,0.05,0.214837283,36.61117198,780.902367,4.27757931,26.0311527,26.48,28.949,-1.756460251
2021,4,27.32758621,-1.167761755,0.586742174,17.575,24,2.751757794,4,1.9,0,0.795,0,0.003453142,0.068,0.04,0.190861714,39.4067378,762.737442,4.57016945,26.730341,27.1,39.942,-1.690746869
2021,5,29.41666667,0.540543392,2.075912062,19.91129032,NA,2.912794355,0,0,0,0.731,0,0.055698602,NA,0.06,0.240009446,53.8734962,731.287118,3.96393824,24.8274479,27.47,31.324,-1.322677024
2021,6,13.65517241,-2.350134658,-11.47,11,219,0.066797064,0,0,0,0.599,0,NA,NA,NA,NA,78.21031427,558.589388,4.0320096,21.0091801,27.45,NA,-0.52842073
2021,7,25.484,-1.597547781,0.951716804,17.04870968,NA,1.74400047,0,0,0,0.444,0,0.46953533,NA,0.371619081,0.610976951,79.19324041,667.178198,3.69163418,21.1768131,26.9,23.483,0.505099916
2021,8,22.16129032,-0.380321189,-2,16.41935484,221.95,1.137268641,0,0,0,0.383,0,0.498872591,NA,0.388705919,0.622375538,80.76563801,613.515092,4.0328517,21.0597172,26.32,NA,1.449193562
2021,9,21.75,-0.599237432,-2.46,16.13333333,199.5,1.072101326,0,0,0,0.422,0,0.590981517,NA,0.401829341,0.652140367,83.42367461,555.3253573,3.80149126,19.9728031,26.17,9.584,1.806720241
2021,10,20.68965517,0.89286395,-3.23,14.42741935,84,1.003103805,0,0,0,0.479,0,0.464785197,NA,0.284634198,0.526077158,78.29731171,582.241222,3.92511511,20.6893864,25.77,20.38,1.848495598
2021,11,21.56666667,2.227011494,-1.96,15.225,3,1.521103806,0,0,0,0.587,0,0.24199633,NA,0.199229955,0.435192089,63.09687701,568.41052,3.77533984,19.0959721,25.76,17.14,1.8738171
2021,12,23.01612903,2.31914701,-0.11,15.37903226,0,1.932056126,2,3.95,0,0.689,0,0.102806358,NA,0.09,0.298453813,49.94699072,593.211104,3.33515596,20.9912357,25.54,19.967,1.959329086
2022,1,22.01612903,1.979378322,0.6,14.31451613,6.5,1.739231452,10,17.42,5.82745098,0.686,0.269042058,0.06561305,NA,0.09,0.283572873,55.51619468,560.968864,4.20570135,19.755518,25.6,28.523,2.024902475
2022,2,22.08928571,1.289440715,-1.02,14.95535714,2.5,1.770883564,15,112.08,0.964705882,0.708,0.044538591,0.045893479,NA,0.08,0.266543248,49.49312509,596.219354,4.11724424,21.6467228,25.86,31.178,2.092163182
2022,3,24.90322581,0.161639972,-0.29,16.52419355,9,2.375543197,14,242.58,1.588235294,0.722,0.073325729,0.005610188,NA,0.07,0.248720081,37.93772608,794.31878,4.62146235,25.1083317,26.31,36.728,2.079094721
2022,4,27.33333333,3.664422156,0.592489294,20.6,34,2.631767295,1,1,0,0.748,0,0.001193257,0.063,0.054772143,0.227651812,44.18509192,743.704494,4.09078836,26.8187199,26.7,45.07,2.206916951
2022,5,28.25806452,3.807210062,0.917309912,21.62903226,19.5,2.849270141,9,9.66,0,0.745,0,0.004157282,NA,0.055100578,0.228585285,40.31257455,829.848208,4.37297583,27.8306828,26.82,46.486,1.884750383
2022,6,23.63333333,1.013083736,-1.49,18.05,120.5,1.591475376,7,4.48,0,0.7,0,0.108154321,NA,0.116036585,0.328956025,64.82161867,666.37757,4.14665413,24.019556,26.98,44.728,1.519335899
2022,7,24.11290323,1.610516739,-0.42,18.53548387,82.42,1.461210177,0,0,0,0.462,0,0.393683047,NA,0.318659139,0.559700048,78.26577257,692.099742,3.51446366,23.961298,26.6,15.601,0.785287021
2022,8,25.66129032,1.103549781,1.4997626,18.91129032,110.5,1.775631658,0,0,0,0.426,0,0.422723225,NA,0.368654733,0.607091482,79.78305901,651.316804,3.47530413,22.5158939,25.88,32.112,0.108834512
2022,9,23.45,0.200762568,-0.76,17.38333333,86,1.448241125,0,0,0,0.433,0,0.456498499,NA,0.367690255,0.608335172,78.67807567,543.5548539,4.43994904,20.7763309,25.65,28.964,-0.512640688
2022,10,22.96774194,1.75382057,-0.96,16.99193548,60.5,1.395773439,0,0,0,0.553,0,0.330796221,NA,0.253532863,0.5,78.61796229,558.1856253,3.87220645,21.6256962,25.73,30.857,-0.592220946
2022,11,22.21666667,3.560344831,-1.31,16.21666667,8.5,1.445935152,0,0,0,0.633,0,0.202200106,NA,0.161389886,0.391590075,68.21621035,560.547432,3.43757057,21.9611454,25.8,32.388,-0.535202041
2022,12,22.33870968,1.996566365,-0.79,14.87903226,14.5,1.70508003,7,10.1,0,0.663,0,0.060562623,NA,0.09,0.286250802,62.62708426,554.262464,3.89011717,20.0244999,25.75,30.276,-0.468632233
2023,1,22.61290323,2.479378322,1.194421789,14.86290323,0,1.840971274,5,12.062,0,0.682,0,0.025171865,NA,0.07,0.263322927,55.19940947,617.892046,3.99369192,21.2743778,25.83,29.689,-0.536477374
2023,2,24.96428571,0.664797858,1.8586739,16.08053571,11,2.317218418,7,5.367,0,0.738,0,0.007317993,NA,0.05246359,0.222815065,46.11870018,637.153396,4.43325329,23.6789188,26.29,33.324,-0.542342906
2023,3,26.06451613,3.210027072,0.870130837,18.62903226,40.3,2.446630602,3,8.416,0,0.774,0,0.006913473,NA,0.05,0.211947339,45.5175032,752.3892351,4.09971094,25.8619938,27.17,39.475,-0.445196071
2023,4,27.7,2.471088816,0.959155964,20.18666667,24.5,2.771763535,8,18.052,0,0.742,0,-0.024638236,0.033,0.050625406,0.218392321,42.40579688,756.01903,4.324687,26.326746,27.96,46.225,-0.526138047
2023,5,29.19354839,3.097532642,1.852793782,21.74193548,28.5,2.84063866,2,27.5,0,0.752,0,-0.014921339,NA,0.05,0.21399898,55.6579454,723.770632,3.53646588,25.3799076,28.39,42.931,-0.466496405
2023,6,29.51666667,2.379750396,4.39,21.675,25.5,2.989017955,3,28.71,0,0.707,0,-0.015676618,NA,0.07,0.254377394,44.44286459,794.010828,4.44809866,27.8617496,28.57,45.31,-1.139016471
2023,7,27.12580645,0.942774799,2.593523254,19.70806452,103.5,2.034495058,0,0,0,0.697,0,0.036286396,NA,0.09,0.282849962,77.58820386,689.057648,3.80582428,24.0092716,28.32,33.897,-1.128551615
2023,8,26.37096774,0.458388491,2.20944002,18.94354839,169,1.893838795,0,0,0,0.5,0,0.350764778,NA,0.303278313,0.541770008,78.62019382,656.733374,3.99789381,23.1207829,28.2,37.523,-0.918566186
2023,9,28.31666667,0.767429228,4.11,20.1,147.5,2.418001943,0,0,0,0.461,0,0.41132407,NA,0.34731275,0.586839928,71.37627792,696.7302751,3.79056048,23.9610233,28.32,37.83,-0.58570331
2023,10,25.27419355,2.15704638,1.350160043,18.34677419,32.5,1.757388582,0,0,0,0.598,0,0.28761242,NA,0.22289039,0.463110149,77.80017829,534.1915128,4.30540133,22.602869,28.44,31.297,-0.681187295
2023,11,22.5,3.643678161,-1.03,16.4,42,1.498931071,0,0,0,0.624,0,0.106774548,NA,0.14458778,0.36865507,71.77768237,530.431006,3.92498708,21.7813969,28.72,31.919,-0.45785031
2023,12,21.79032258,3.641727655,-1.34,15.42741935,0,1.517485054,1,2.89,0,0.645,0,0.111998068,NA,0.109197243,0.320788292,74.00178776,464.495316,3.59544563,18.2200565,28.62,26.692,-0.576265514
2024,1,24.20967742,4.721313806,2.79,16.78225806,0,2.126808413,1,1.12,0,0.696,0,0.01786501,NA,0.07,0.259867582,55.16022854,568.19276,4.59911251,20.6821232,28.35,1.155,-0.653752693
2024,2,24.03703704,2.430975107,0.93142523,15.36206897,15,2.255374651,8,27.2496,0,0.713,0,-0.022469663,NA,0.06,0.230692418,39.20980853,653.99511,4.51942444,23.5877628,28.27,33.515,-0.673359322
2024,3,29.69354839,5.580994812,4.499163097,21.62903226,0,3.474368324,8,21.6191,0,0.755,0,-0.017622441,NA,0.05,0.210893903,30.78815935,826.5931992,4.91518116,27.1622257,28.41,43.488,-0.999383452
2024,4,30.63333333,4.264422156,3.892489294,22.55,27.5,3.447026567,2,5.8895,0,0.766,0,-0.015841126,0.004,0.04,0.203263307,39.04243158,785.42211,4.66299105,28.1211491,28.59,46.581,-1.094633557
2024,5,31.72580645,4.436242322,4.385051842,23.67741935,24,3.514213083,1,1.1427,0,0.753,0,-0.014741542,NA,0.046726829,0.210562015,42.65095318,821.574342,4.36058569,30.6037235,28.16,50.531,-1.135457944
2024,6,NA,NA,NA,NA,NA,NA,0,0,0,0.757,0,-0.03128974,NA,0.04,0.205562893,54.72777436,661.632632,4.42972755,26.0292912,27.9,43.442,-0.903337006
2024,7,24.85483871,1.975032869,0.322555514,19.08870968,176.5,1.5530157,0,0,0,0.474,0,0.088645757,NA,0.112594453,0.325622849,80.8915481,626.016588,3.81878853,21.9522648,27.34,NA,-0.57451401
2024,8,25.59677419,2.410001401,1.44,19.53225806,307,1.714494858,0,0,0,0.343,0,0.541074157,NA,0.447444253,0.681972787,79.46856052,661.1688,3.772681,21.7301579,26.73,NA,0.234829614
2024,9,24.88333333,1.100762568,0.677952266,18.55,144.8,1.532216045,0,0,0,0.343,0,NA,NA,NA,NA,83.10368874,511.6143371,3.96757531,20.7332096,26.45,NA,0.277019904
2024,10,22.0483871,0.83446573,-1.88,16.07258065,20,1.333547173,0,0,0,0.457,0,0.452316469,NA,0.332962098,0.574096703,79.1803678,533.9230377,4.38306236,19.3251591,26.44,26.72,0.30998576
2024,11,24.8,3.410344831,1.272626649,17.43333333,20,2.058809135,0,0,0,0.577,0,0.207417688,NA,0.189946083,0.422217847,60.69044404,595.537388,3.75099897,20.8572636,26.45,24.265,0.252321135
2024,12,24.41935484,1.044953461,1.2893443,15.44354839,0,2.136268715,8,12.9294,0,0.651,0,0.116118724,NA,0.114153589,0.326867045,55.78210131,562.57136,3.76881623,19.292017,26,27.112,0.253192291
2025,1,22.74193548,10.96324929,-12.97,15.59677419,26,1.751419815,2,5.9887,4.647058824,0.648,0.214545652,0.045609813,NA,0.100316653,0.305480193,60.93333289,560.427164,4.38713026,20.2997074,25.8,29.908,0.406103352
2025,2,25.5,12.012655,-11.52,18.54464286,5.5,2.195917827,4,19.0628,0,0.71,0,0.073204044,NA,0.08,0.266964181,56.88628248,550.761276,3.43814278,22.332819,26.32,29.213,0.300184726
2025,3,29.37096774,12.84712384,-12.9,20.83064516,32,3.232520492,12,168.7462,2,0.722,0.092336103,0.00693149,0.058,0.06,0.246600814,40.2418947,775.8509901,4.38175583,25.6564579,27.29,36.814,0.480692314
2025,4,29.5,10.53108882,-14.77,20.73333333,25.5,3.368484286,12,22.4376,0,0.725,0,-0.014112049,NA,0.06,0.238411097,33.50710484,850.863684,4.96916819,26.6968632,27.68,42.484,0.509281469
2025,5,30.37096774,10.93624232,-13.45,22.12903226,65.5,3.085650856,7,5.8627,2,0.744,0.092336103,-0.006243342,NA,0.06,0.229744898,52.6621829,736.523918,4.17698717,26.5635929,27.8,47.431,0.750145235
2025,6,25.04333333,7.851417066,-11.56,19.305,249,1.59193773,0,0,0,0.677,0,0.120838175,NA,0.139569541,0.364590785,82.48901895,530.114154,3.96215844,20.7592716,27.66,NA,1.590156697
2025,7,25.5,8.031484479,-11.27,19.37903226,144,1.77260191,0,0,0,0.411,0,0.477995239,NA,0.405895194,0.642910106,78.11153835,685.978764,3.70803785,20.9854984,27.15,27.577,1.501389153
2025,8,25.69354839,8.055162691,-11.63,19.11290323,143,1.783697741,0,0,0,0.356,0,0.52585566,NA,0.442473424,0.676898661,78.81224058,675.006596,3.65275812,21.5324955,26.49,27.136,0.656627556
2025,9,27.1,9.092429228,-10.89,20.20833333,226.7,2.027973535,0,0,0,0.424,0,0.540762621,NA,0.425743658,0.662304823,80.93119918,591.2003381,3.69641185,20.9136906,26.25,18.822,0.91241837
2025,10,25.41935484,9.15704638,-12.5,18.41935484,71.5,1.918900661,0,0,0,0.466,0,0.381472659,NA,0.308278543,0.55,73.75038159,599.4576146,4.03225088,20.0269108,26.22,27.622,0.992649065
